Review,POSITIVE 
"Now, even after creating an account for the app, it wonâ€™t let me join the BPme rewards scheme despite receiving an email advising that Iâ€™ve successfully registered!",NEGATIVE
,POSITIVE
"App is a total waste of time, so looks like Iâ€™ll be driving to my closest SHELL garage to fill up, as their app works really well!""",NEGATIVE
"The app was brilliant to begin with and worked well, now is riddled with faults. Logs out all the time, crashes, doesnâ€™t remember your payment methods or canâ€™t find the station youâ€™re sitting in. Hopefully can be fixed",NEGATIVE
"App frequently requires fresh login with email and password, which is hardly great when youâ€™re in a kiosk waiting to pay. Why not use fingerprint? Today I was in a BP station and the app said there was no BP location near me. Finally, the garage canâ€™t scan the bar code on the app. Totally useless.",NEGATIVE
"So every time I use this app it requires me to log in by entering my username an password which is incredibly annoying. Why doesnâ€™t the app remember me or use face recognition??  The last 5 times Iâ€™ve used it the app didnâ€™t work, even when connected to the BP free WiFi, so throughout the last few weeks when weâ€™re supposed to be social distancing Iâ€™ve had to pay at the till every time Iâ€™ve used this app at BP.  I now always fill up at Shell as their app works seamlessly.",NEGATIVE
I thought this would be a great app to get whilst getting fuel with the baby in the car saves us having to get out etc. It never works so end up going into pay like I used to. Asked the worker in there and she said it never seems to work. I will be using another petrol station with a pay at pump facility in the future.,NEGATIVE
"Using app to get fuel but when I try to join rewards it says my account is blocked and to ring support, support was as much use as a chocolate fire guard!",NEGATIVE
Would be nice to see support for pre-setting the Â£ amount in advance of going to the station and for the BP rewards card to be added to Apple Wallet (as the Shell App does.. ;-)),POSITIVE
"""Couldnâ€™t register on line - Blocked me before I even joined! 3 phone calls to Customer Service; â€œ sorry system downâ€� â€œbest grab a physical card, we have troubles with appâ€� inexperienced non-english as a first language didnâ€™t have a clue. Finally â€œsystems down!â€�",NEGATIVE
"SHELL was dead easy, this is painful!""",NEGATIVE
Every single time with the last 2 months (6 times) Iâ€™ve tried to pay using this app and it keep getting declined! EVERY TIME! Prior to May 2020 I never had any problems and my bank has confirmed there is no block on my account! Itâ€™s so infuriating,NEGATIVE
"""The App has not work in several months, the fuel stations managers recognise this too",NEGATIVE
"This should be deleted from the App Store""",NEGATIVE
Iâ€™d say 50% of the time this app doesnâ€™t connect. The lady serving at the BP near me said much the same thing when I had to go inside to pay. Now thereâ€™s an update that doesnâ€™t update! I am assuming BP have asked their staff to review the app hence the higher than average reviews.,NEGATIVE
Fantastic APP. Helps safety as well,POSITIVE
"I can't understand why this app gets such good reviews, 4 times I have tried to use this at a station, pre loaded the app with userid and password with payment details, it either doesnt remember my login or when it does forget my payment details, operationally flawed adding them then takes an eternity to login by which time you have a queue behind you of screaming bad tempered customers. Also it's too slow, so by encouraging the use it is lowering the operational throughout of the station through delaying the throughput.",NEGATIVE
"Just downloaded the app after receiving an email from BP telling me to do so. However, every time I log in it asks me to accept the privacy and t&câ€™s updates (which I do), it takes me to the homepage and then instantly back to the page that asks me to accept the updates. Itâ€™s a loop that means I canâ€™t actually use the app.",NEGATIVE
"Canâ€™t currently open the app. When I open it on my iPhone  I am directed in the opening screen to download an update (with no option not to/proceed to the app). Then Iâ€™m taken to the AppStore, where there is no update available. So what you have here is an opening screen and an inescapable Koop of bugs. Sort it out eh?",NEGATIVE
"...could be better! The first time I tried to use it, the app froze. The second time, I realised it didnâ€™t support Apple Pay and I didnâ€™t have my physical card on me. Both times I had to go in to pay for my fuel which is exactly what I was trying to avoid! The freezing issue seems to have been fixed with an update and I have registered my card now but support for Apple Pay would be a welcome addition!",NEGATIVE
I now never go to another petrol station now. I love that itâ€™s all contact less and risk free!,POSITIVE
"""This is easily the worst app that I have ever used. ",NEGATIVE
Concept is great but terrible in practice. ,NEGATIVE
I have lost track of how many times my bank have frozen my account thinking the app was fraudulent. ,NEGATIVE
"Bank blames BP, BP blames the bank. ",NEGATIVE
The BP in store staff simply shrug their shoulders and claim they donâ€™t have a clue.,NEGATIVE
So frustrating. ,NEGATIVE
Problems only began when the app was updated whenever it switched from Nectar points to BPMe points. ,NEGATIVE
"Final straw is that I now canâ€™t even add any card to my account.""",NEGATIVE
"""Every time I need to just drive up to a station and refuel - this useless App either has logged out, lost my payment card or throws the error â€œsomething is wrong, please pay in storeâ€�!",NEGATIVE
,POSITIVE
